card_variant_id,card_canonical_code,card_card_code,card_name,candidate_market_product_pk,candidate_market_product_external_id,match_score,match_reasons,ambiguity_notes,pool_size,scored_candidates,match_confidence,needs_manual_review
5107,OP11-106,,Zeus,4146,632484,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
5126,OP11-114,,Gum-Gum Fire-Fist Pistol Red Hawk,4155,632493,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5136,OP11-118,,Monkey.D.Luffy,4160,632498,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5142,OP11-119,,Koby,4163,632501,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5148,OP12-001,,Silvers Rayleigh,4287,643724,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5166,OP12-008,,Shanks,4295,643733,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5180,OP12-014,,Boa Hancock,4302,643740,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5184,OP12-015,,Monkey.D.Luffy,4304,643742,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5198,OP12-020,,Roronoa Zoro,4310,643748,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
5231,OP12-030,,Dracule Mihawk,4321,643759,115,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5237,OP12-031,,Tashigi,4323,643761,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
5249,OP12-034,,Perona,4327,643765,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5259,OP12-037,,Demon Aura Nine Sword Style Asura Blades Drawn Dead Man's Game,4331,643769,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5270,OP12-040,,Kuzan,4335,643773,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5274,OP12-041,,Sanji,4337,643775,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5280,OP12-043,,Kuzan,4340,643778,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5310,OP12-056,,Monkey.D.Garp,4354,643792,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5320,OP12-060,,Boeuf Burst,4359,643797,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5325,OP12-061,,Donquixote Rosinante,4361,643799,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5333,OP12-063,,Vinsmoke Reiju,4364,643802,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5351,OP12-070,,Sanji,4372,643810,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5361,OP12-073,,Trafalgar Law,4376,643814,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5381,OP12-081,,Koala,4385,643823,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5393,OP12-086,,Koala,4391,643829,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5397,OP12-087,,Nico Robin,4393,643831,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5417,OP12-094,,Monkey.D.Dragon,4401,643839,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5438,OP12-102,,Shirahoshi,4410,643848,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5454,OP12-108,,Donquixote Rosinante,4417,643855,115,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
5485,OP12-118,,Jewelry Bonney,4428,643866,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5492,OP12-119,,Bartholomew Kuma,4431,643869,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5497,OP13-001,,Monkey.D.Luffy,4454,657251,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5502,OP13-002,,Portgas.D.Ace,4456,657253,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5506,OP13-003,,Gol.D.Roger,4458,657255,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5510,OP13-004,,Sabo,4460,657257,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5518,OP13-007,,Ace & Sabo & Luffy,4464,657261,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5539,OP13-016,,Monkey.D.Garp,4474,657271,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5556,OP13-023,,Uta,4482,657279,117,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5566,OP13-027,,Sanji,4487,657284,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5570,OP13-028,,Shanks,4489,657286,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5601,OP13-042,,Edward.Newgate,4504,657301,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5621,OP13-051,,Boa Hancock,4514,657311,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5629,OP13-054,,Yamato,4518,657315,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5654,OP13-064,,Gol.D.Roger,4529,657326,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5658,OP13-065,,Shanks,4531,657328,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5662,OP13-066,,Silvers Rayleigh,4533,657330,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5684,OP13-076,,Divine Departure,4544,657341,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5692,OP13-079,,Imu,4548,657345,117,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5696,OP13-080,,St. Ethanbaron V. Nusjuro,4550,657347,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5697,OP13-080,,St. Ethanbaron V. Nusjuro,4550,657347,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5704,OP13-082,,Five Elders,4554,657351,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5708,OP13-083,,St. Jaygarcia Saturn,4556,657353,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5709,OP13-083,,St. Jaygarcia Saturn,4556,657353,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5714,OP13-084,,St. Shepherd Ju Peter,4559,657356,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5715,OP13-084,,St. Shepherd Ju Peter,4559,657356,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5730,OP13-089,,St. Topman Warcury,4566,657363,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5731,OP13-089,,St. Topman Warcury,4566,657363,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5738,OP13-091,,St. Marcus Mars,4570,657367,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5739,OP13-091,,St. Marcus Mars,4570,657367,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
5760,OP13-100,,Jewelry Bonney,4581,657378,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5778,OP13-108,,Jewelry Bonney,4590,657387,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5785,OP13-110,,Stussy,4593,657390,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5793,OP13-113,,Lilith,4597,657394,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5797,OP13-114,,S-Snake,4599,657396,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5840,OP14-001,,Trafalgar Law,5043,666519,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5858,OP14-009,,Trafalgar Law,5083,668637,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5868,OP14-013,,Monkey.D.Luffy,5045,666521,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5875,OP14-015,,Roronoa Zoro,5100,670250,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5887,OP14-020,,Dracule Mihawk,5047,666525,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5904,OP14-027,,Shanks,5104,670255,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5915,OP14-031,,Nami,5103,670254,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5921,OP14-033,,Perona,5049,666527,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5937,OP14-040,,Jinbe,5079,668569,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5941,OP14-041,,Boa Hancock,5072,668335,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5945,OP14-042,,Arlong,5106,670597,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5962,OP14-049,,Jinbe,5081,668571,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5986,OP14-060,,Donquixote Doflamingo,5051,666529,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
5990,OP14-061,,Vergo,5101,670251,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6008,OP14-069,,Donquixote Doflamingo,5085,668639,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6031,OP14-079,,Crocodile,5068,666762,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6035,OP14-080,,Gecko Moria,5060,666573,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6045,OP14-084,,Ms. All Sunday,5070,666913,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6062,OP14-090,,Mr.1(Daz.Bonez),5107,670630,123,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;name_token_overlap;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6066,OP14-091,,Mr.2.Bon.Kurei(Bentham),5109,670640,123,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;name_token_overlap;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6078,OP14-096,,Ground Death,5112,670874,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6096,OP14-104,,Gecko Moria,5062,666575,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6114,OP14-111,,Perona,5105,670596,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6118,OP14-112,,Boa Hancock,5074,668343,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
6135,OP14-118,,You'll Frighten Me... ♡,5113,670875,123,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;name_token_overlap;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6139,OP14-119,,Dracule Mihawk,5089,668643,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=4; flagged_needs_manual_review,4,4,medium,1
6145,OP14-120,,Crocodile,5088,668642,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=3; flagged_needs_manual_review,3,3,medium,1
6149,OP15-001,,Krieg,5455,685337,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6151,OP15-002,,Lucy,5457,685339,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6153,OP15-003,,Alvida,5459,685341,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6158,OP15-007,,Gin,5464,685346,117,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6160,OP15-008,,Krieg,5466,685348,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6175,OP15-022,,Brook,5481,685363,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6179,OP15-025,,Kuro,5485,685367,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6187,OP15-032,,Brook,5493,685375,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6195,OP15-039,,Rebecca,5501,685383,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6203,OP15-046,,Sabo,5509,685391,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6205,OP15-047,,Sanji,5511,685393,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6212,OP15-053,,Rebecca,5518,685400,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6218,OP15-058,,Enel,5524,685406,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6221,OP15-060,,Enel,5527,685409,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6223,OP15-061,,Ohm,5529,685411,117,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6240,OP15-077,,Lightning Dragon,5546,685428,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6242,OP15-078,,Mamaragan,5548,685430,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6251,OP15-086,,Nami,5557,685439,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
6258,OP15-092,,Monkey.D.Luffy,5564,685446,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,multiple_scored_candidates n=2; flagged_needs_manual_review,2,2,medium,1
